CustomerID,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
252375.0,55.0,Female,18.0,19.0,1.0,23.0,Standard,Annual,145.33,8.0,1.0
192571.0,29.0,Female,14.0,20.0,4.0,19.0,Premium,Quarterly,192.0,12.0,1.0
248924.0,54.0,Male,10.0,22.0,0.0,7.0,Basic,Annual,165.83,25.0,1.0
81874.0,60.0,Female,41.0,3.0,5.0,1.0,Standard,Quarterly,550.0,22.0,1.0
369714.0,50.0,Male,49.0,18.0,2.0,4.0,Standard,Annual,571.1,6.0,0.0
218573.0,55.0,Female,23.0,21.0,3.0,8.0,Basic,Monthly,261.76,24.0,1.0
192993.0,57.0,Female,16.0,5.0,8.0,23.0,Basic,Quarterly,167.0,30.0,1.0
369016.0,31.0,Male,6.0,30.0,1.0,7.0,Standard,Annual,874.94,3.0,0.0
94269.0,54.0,Male,32.0,16.0,5.0,22.0,Premium,Annual,640.0,11.0,1.0
249832.0,35.0,Female,1.0,4.0,2.0,0.0,Basic,Annual,188.28,6.0,1.0
6244.0,44.0,Male,56.0,3.0,1.0,10.0,Basic,Monthly,558.0,15.0,1.0
159808.0,32.0,Male,12.0,6.0,2.0,26.0,Standard,Quarterly,335.0,17.0,1.0
164076.0,34.0,Male,45.0,4.0,2.0,21.0,Basic,Annual,885.0,4.0,1.0
407658.0,22.0,Female,39.0,7.0,0.0,4.0,Basic,Annual,751.63,4.0,0.0
371247.0,29.0,Male,5.0,30.0,1.0,18.0,Standard,Annual,831.27,17.0,0.0
37410.0,35.0,Male,28.0,8.0,10.0,24.0,Premium,Monthly,666.0,8.0,1.0
405274.0,34.0,Female,13.0,16.0,1.0,20.0,Basic,Quarterly,771.31,8.0,0.0
314368.0,50.0,Male,51.0,10.0,3.0,4.0,Premium,Quarterly,685.71,27.0,0.0
356333.0,48.0,Male,49.0,20.0,3.0,19.0,Basic,Annual,638.84,24.0,0.0
260348.0,18.0,Male,30.0,7.0,4.0,3.0,Basic,Annual,783.41,12.0,1.0
187619.0,60.0,Male,35.0,16.0,5.0,14.0,Premium,Quarterly,211.0,5.0,1.0
290799.0,50.0,Male,17.0,19.0,3.0,4.0,Premium,Annual,994.51,24.0,0.0
443286.0,35.0,Female,26.0,24.0,0.0,1.0,Standard,Annual,798.8,12.0,0.0
221045.0,44.0,Female,55.0,6.0,8.0,1.0,Premium,Quarterly,166.92,24.0,1.0
292658.0,30.0,Male,21.0,22.0,1.0,1.0,Basic,Annual,782.54,21.0,0.0
328650.0,49.0,Male,31.0,17.0,4.0,5.0,Standard,Quarterly,547.25,18.0,0.0
176187.0,63.0,Female,31.0,23.0,0.0,24.0,Premium,Quarterly,884.0,12.0,1.0
47464.0,55.0,Female,1.0,3.0,5.0,4.0,Basic,Monthly,256.0,4.0,1.0
179889.0,59.0,Female,10.0,23.0,2.0,21.0,Premium,Quarterly,580.0,29.0,1.0
125880.0,26.0,Male,27.0,22.0,3.0,25.0,Basic,Monthly,205.0,13.0,1.0
77220.0,29.0,Female,33.0,8.0,5.0,1.0,Standard,Annual,127.0,10.0,1.0
280383.0,24.0,Female,53.0,18.0,1.0,11.0,Standard,Quarterly,585.96,13.0,0.0
119678.0,65.0,Female,41.0,14.0,8.0,19.0,Premium,Monthly,431.0,8.0,1.0
332163.0,49.0,Male,28.0,2.0,4.0,9.0,Premium,Quarterly,928.38,18.0,0.0
198364.0,65.0,Male,8.0,14.0,6.0,17.0,Premium,Quarterly,482.0,15.0,1.0
259922.0,49.0,Male,1.0,4.0,0.0,19.0,Standard,Monthly,350.27,22.0,1.0
193308.0,33.0,Male,34.0,16.0,4.0,28.0,Basic,Quarterly,631.0,17.0,1.0
23321.0,28.0,Male,50.0,25.0,0.0,24.0,Premium,Quarterly,337.0,12.0,1.0
35562.0,60.0,Female,50.0,22.0,3.0,4.0,Premium,Annual,601.0,16.0,1.0
305600.0,33.0,Male,25.0,12.0,2.0,5.0,Standard,Annual,770.18,13.0,0.0
198798.0,44.0,Female,30.0,19.0,8.0,29.0,Premium,Monthly,909.0,23.0,1.0
352708.0,47.0,Female,7.0,25.0,1.0,1.0,Premium,Quarterly,602.33,10.0,0.0
349238.0,38.0,Male,28.0,18.0,1.0,2.0,Premium,Quarterly,955.24,1.0,0.0
323985.0,39.0,Male,39.0,1.0,2.0,17.0,Standard,Quarterly,603.78,28.0,0.0
174367.0,23.0,Male,6.0,2.0,9.0,22.0,Premium,Quarterly,457.0,10.0,1.0
241468.0,39.0,Male,43.0,1.0,3.0,4.0,Premium,Quarterly,158.66,16.0,1.0
104998.0,36.0,Male,5.0,18.0,7.0,8.0,Standard,Monthly,873.0,8.0,1.0
352623.0,41.0,Male,59.0,21.0,2.0,11.0,Standard,Annual,528.14,24.0,0.0
283759.0,47.0,Female,28.0,14.0,4.0,2.0,Standard,Annual,904.64,14.0,0.0
195293.0,21.0,Male,8.0,3.0,7.0,23.0,Standard,Monthly,255.0,6.0,1.0
383249.0,25.0,Male,10.0,25.0,0.0,15.0,Premium,Quarterly,812.71,20.0,0.0
412663.0,32.0,Female,6.0,14.0,1.0,16.0,Standard,Annual,989.87,6.0,0.0
372253.0,28.0,Female,45.0,30.0,1.0,19.0,Basic,Quarterly,843.46,14.0,0.0
58344.0,43.0,Female,14.0,11.0,0.0,25.0,Premium,Monthly,725.0,23.0,1.0
141086.0,21.0,Male,13.0,8.0,0.0,6.0,Premium,Monthly,798.0,29.0,1.0
371694.0,40.0,Female,54.0,27.0,1.0,18.0,Basic,Quarterly,935.54,13.0,0.0
1568.0,34.0,Male,29.0,9.0,8.0,15.0,Basic,Annual,905.0,20.0,1.0
294262.0,36.0,Male,40.0,25.0,2.0,15.0,Standard,Annual,518.37,10.0,0.0
349437.0,29.0,Male,14.0,21.0,1.0,13.0,Premium,Quarterly,643.54,11.0,0.0
300890.0,43.0,Female,6.0,27.0,0.0,18.0,Premium,Quarterly,581.69,6.0,0.0
92842.0,55.0,Female,30.0,8.0,3.0,30.0,Basic,Monthly,620.0,26.0,1.0
72172.0,25.0,Male,19.0,8.0,4.0,8.0,Standard,Annual,255.0,26.0,1.0
149636.0,64.0,Male,16.0,26.0,10.0,1.0,Premium,Annual,644.0,3.0,1.0
72975.0,60.0,Female,30.0,8.0,4.0,18.0,Premium,Quarterly,109.0,13.0,1.0
276110.0,40.0,Male,16.0,15.0,1.0,3.0,Standard,Quarterly,554.57,16.0,0.0
258806.0,23.0,Male,60.0,16.0,3.0,19.0,Premium,Quarterly,109.59,23.0,1.0
10369.0,36.0,Female,40.0,29.0,6.0,28.0,Premium,Monthly,325.0,21.0,1.0
16546.0,61.0,Male,54.0,12.0,10.0,11.0,Basic,Monthly,573.0,22.0,1.0
79554.0,33.0,Female,24.0,19.0,6.0,11.0,Basic,Monthly,592.0,13.0,1.0
64529.0,23.0,Female,6.0,26.0,6.0,15.0,Premium,Quarterly,675.0,18.0,1.0
406392.0,48.0,Male,38.0,1.0,1.0,3.0,Basic,Quarterly,945.73,2.0,0.0
386302.0,30.0,Male,32.0,17.0,1.0,18.0,Basic,Annual,645.6,30.0,0.0
260374.0,32.0,Female,22.0,25.0,5.0,23.0,Basic,Monthly,404.86,21.0,1.0
96025.0,55.0,Male,21.0,24.0,10.0,2.0,Basic,Quarterly,504.0,24.0,1.0
176444.0,30.0,Female,29.0,4.0,8.0,21.0,Premium,Quarterly,742.0,17.0,1.0
254801.0,28.0,Female,23.0,4.0,3.0,6.0,Basic,Monthly,259.21,21.0,1.0
26334.0,33.0,Male,32.0,15.0,0.0,1.0,Basic,Annual,395.0,26.0,1.0
289787.0,46.0,Male,15.0,20.0,1.0,10.0,Premium,Quarterly,751.64,3.0,0.0
321078.0,29.0,Female,40.0,16.0,2.0,18.0,Premium,Annual,570.03,12.0,0.0
11733.0,50.0,Female,1.0,6.0,3.0,12.0,Basic,Annual,715.0,26.0,1.0
343479.0,50.0,Female,38.0,23.0,5.0,2.0,Basic,Annual,974.52,7.0,0.0
441287.0,22.0,Male,24.0,29.0,0.0,14.0,Premium,Annual,756.05,29.0,0.0
154708.0,34.0,Female,60.0,2.0,1.0,23.0,Standard,Quarterly,299.0,14.0,1.0
151180.0,40.0,Male,52.0,20.0,5.0,4.0,Standard,Annual,491.0,2.0,1.0
341260.0,40.0,Male,54.0,2.0,1.0,14.0,Premium,Annual,942.63,28.0,0.0
43214.0,38.0,Female,13.0,22.0,8.0,28.0,Premium,Annual,922.0,8.0,1.0
311202.0,39.0,Female,19.0,12.0,2.0,16.0,Standard,Annual,934.26,8.0,0.0
102389.0,23.0,Female,26.0,22.0,6.0,29.0,Standard,Annual,314.0,2.0,1.0
355488.0,33.0,Male,50.0,10.0,3.0,17.0,Standard,Annual,963.2,16.0,0.0
106444.0,38.0,Female,32.0,20.0,6.0,3.0,Basic,Monthly,461.0,30.0,1.0
410915.0,41.0,Female,29.0,25.0,3.0,0.0,Standard,Annual,649.8,10.0,0.0
335379.0,36.0,Female,27.0,27.0,1.0,1.0,Basic,Annual,959.62,1.0,0.0
369645.0,32.0,Male,25.0,8.0,3.0,16.0,Standard,Quarterly,876.66,5.0,0.0
397523.0,30.0,Male,9.0,15.0,1.0,4.0,Basic,Quarterly,963.84,30.0,0.0
216887.0,32.0,Female,26.0,24.0,4.0,5.0,Basic,Monthly,168.3,20.0,1.0
204533.0,33.0,Male,46.0,23.0,2.0,22.0,Standard,Monthly,376.62,17.0,1.0
317365.0,42.0,Male,49.0,10.0,1.0,13.0,Premium,Quarterly,649.81,17.0,0.0
36382.0,43.0,Male,39.0,3.0,6.0,18.0,Basic,Quarterly,984.0,20.0,1.0
298431.0,34.0,Male,55.0,10.0,1.0,17.0,Premium,Annual,501.6,9.0,0.0
381444.0,48.0,Male,38.0,5.0,4.0,5.0,Premium,Annual,741.98,15.0,0.0
430111.0,18.0,Male,32.0,4.0,1.0,2.0,Standard,Annual,895.39,27.0,0.0
368425.0,30.0,Female,34.0,9.0,2.0,3.0,Basic,Annual,921.36,7.0,0.0
247524.0,29.0,Female,47.0,8.0,10.0,0.0,Standard,Quarterly,498.11,5.0,1.0
448364.0,35.0,Male,22.0,22.0,3.0,5.0,Basic,Quarterly,572.11,22.0,0.0
290616.0,18.0,Male,35.0,16.0,0.0,15.0,Premium,Annual,900.28,16.0,0.0
24977.0,33.0,Male,35.0,18.0,6.0,14.0,Premium,Quarterly,552.0,12.0,1.0
134244.0,35.0,Female,57.0,22.0,6.0,28.0,Basic,Monthly,444.0,17.0,1.0
7446.0,25.0,Female,47.0,4.0,3.0,11.0,Basic,Quarterly,822.0,7.0,1.0
38700.0,49.0,Male,20.0,2.0,9.0,29.0,Standard,Quarterly,676.0,23.0,1.0
374758.0,37.0,Male,12.0,15.0,2.0,17.0,Basic,Annual,896.55,14.0,0.0
264874.0,41.0,Male,57.0,30.0,1.0,7.0,Premium,Quarterly,789.32,27.0,0.0
287982.0,22.0,Female,48.0,18.0,2.0,16.0,Premium,Annual,820.32,7.0,0.0
428713.0,39.0,Male,45.0,22.0,3.0,19.0,Basic,Annual,890.52,14.0,0.0
58805.0,22.0,Female,4.0,8.0,1.0,30.0,Premium,Quarterly,746.0,1.0,1.0
285982.0,25.0,Male,50.0,7.0,1.0,19.0,Premium,Quarterly,996.27,5.0,0.0
114817.0,51.0,Female,47.0,13.0,0.0,13.0,Standard,Annual,149.0,17.0,1.0
194018.0,53.0,Male,45.0,20.0,1.0,25.0,Basic,Quarterly,984.0,30.0,1.0
368817.0,30.0,Female,33.0,30.0,3.0,2.0,Basic,Annual,803.17,10.0,0.0
103638.0,57.0,Male,3.0,26.0,5.0,30.0,Premium,Annual,240.0,7.0,1.0
435364.0,33.0,Male,20.0,22.0,3.0,15.0,Basic,Quarterly,595.79,11.0,0.0
295725.0,43.0,Male,35.0,12.0,1.0,1.0,Basic,Annual,606.87,26.0,0.0
98296.0,64.0,Female,14.0,15.0,10.0,8.0,Premium,Monthly,149.0,27.0,1.0
264060.0,47.0,Female,42.0,17.0,1.0,17.0,Standard,Annual,847.19,3.0,0.0
168453.0,54.0,Male,26.0,26.0,1.0,21.0,Standard,Monthly,889.0,28.0,1.0
402454.0,36.0,Male,31.0,26.0,0.0,6.0,Standard,Annual,583.94,24.0,0.0
342218.0,39.0,Female,2.0,17.0,0.0,15.0,Standard,Quarterly,556.91,13.0,0.0
435245.0,44.0,Male,31.0,9.0,3.0,1.0,Premium,Quarterly,606.49,8.0,0.0
180788.0,18.0,Male,44.0,26.0,2.0,23.0,Premium,Quarterly,710.0,3.0,1.0
43471.0,42.0,Male,23.0,10.0,8.0,7.0,Standard,Quarterly,609.0,13.0,1.0
129338.0,39.0,Female,27.0,30.0,5.0,4.0,Basic,Monthly,286.0,4.0,1.0
408002.0,50.0,Male,35.0,16.0,5.0,16.0,Premium,Quarterly,746.13,4.0,0.0
291886.0,40.0,Male,31.0,16.0,2.0,19.0,Standard,Quarterly,656.57,10.0,0.0
415801.0,24.0,Female,30.0,30.0,2.0,3.0,Standard,Annual,769.67,13.0,0.0
120005.0,30.0,Male,24.0,27.0,6.0,24.0,Premium,Quarterly,736.0,12.0,1.0
259769.0,42.0,Male,19.0,6.0,5.0,4.0,Basic,Annual,779.74,6.0,1.0
202489.0,44.0,Male,27.0,7.0,4.0,7.0,Basic,Quarterly,281.0,24.0,1.0
432395.0,39.0,Female,28.0,20.0,1.0,13.0,Standard,Quarterly,780.31,12.0,0.0
245493.0,63.0,Male,48.0,19.0,9.0,16.0,Standard,Quarterly,694.67,28.0,1.0
161950.0,18.0,Female,20.0,19.0,8.0,1.0,Premium,Quarterly,330.0,24.0,1.0
184751.0,40.0,Female,57.0,16.0,9.0,13.0,Standard,Annual,123.0,14.0,1.0
356956.0,50.0,Male,18.0,29.0,4.0,6.0,Standard,Quarterly,795.53,7.0,0.0
29203.0,37.0,Female,41.0,6.0,10.0,13.0,Premium,Quarterly,770.0,2.0,1.0
222158.0,65.0,Male,57.0,30.0,6.0,10.0,Standard,Quarterly,368.41,28.0,1.0
149691.0,40.0,Male,16.0,19.0,4.0,26.0,Premium,Monthly,187.0,9.0,1.0
274834.0,42.0,Female,32.0,6.0,1.0,4.0,Basic,Annual,857.05,8.0,0.0
288581.0,37.0,Female,4.0,2.0,0.0,7.0,Standard,Annual,668.84,12.0,0.0
224950.0,64.0,Female,24.0,17.0,10.0,27.0,Basic,Monthly,799.93,3.0,1.0
112242.0,30.0,Female,26.0,24.0,6.0,27.0,Standard,Quarterly,585.0,17.0,1.0
284022.0,49.0,Male,45.0,29.0,2.0,1.0,Basic,Annual,988.56,5.0,0.0
183809.0,39.0,Male,20.0,30.0,1.0,28.0,Standard,Annual,491.0,26.0,1.0
106872.0,58.0,Male,33.0,4.0,5.0,20.0,Standard,Annual,508.0,8.0,1.0
243629.0,62.0,Female,13.0,23.0,9.0,24.0,Basic,Annual,576.85,24.0,1.0
274931.0,41.0,Male,7.0,10.0,3.0,18.0,Standard,Annual,607.02,16.0,0.0
11586.0,25.0,Female,15.0,27.0,5.0,27.0,Standard,Annual,523.0,13.0,1.0
111077.0,48.0,Male,22.0,27.0,7.0,2.0,Standard,Annual,799.0,23.0,1.0
371933.0,39.0,Male,28.0,21.0,2.0,2.0,Premium,Annual,578.9,29.0,0.0
440405.0,41.0,Male,9.0,18.0,2.0,3.0,Premium,Annual,699.84,3.0,0.0
308774.0,48.0,Female,24.0,25.0,3.0,19.0,Standard,Quarterly,659.81,2.0,0.0
69498.0,47.0,Female,16.0,6.0,3.0,13.0,Standard,Annual,931.0,6.0,1.0
125032.0,37.0,Female,52.0,29.0,10.0,19.0,Standard,Monthly,135.0,2.0,1.0
383641.0,32.0,Female,25.0,19.0,1.0,10.0,Basic,Quarterly,623.63,10.0,0.0
317945.0,41.0,Male,37.0,29.0,2.0,19.0,Basic,Quarterly,996.02,18.0,0.0
173224.0,33.0,Female,14.0,8.0,1.0,6.0,Standard,Monthly,715.0,2.0,1.0
237426.0,26.0,Female,18.0,17.0,5.0,11.0,Basic,Monthly,202.36,11.0,1.0
96617.0,58.0,Male,2.0,6.0,3.0,0.0,Standard,Annual,647.0,29.0,1.0
366270.0,49.0,Female,49.0,30.0,3.0,3.0,Basic,Annual,875.8,15.0,0.0
292741.0,30.0,Male,6.0,15.0,2.0,15.0,Standard,Quarterly,951.94,27.0,0.0
386050.0,32.0,Female,29.0,30.0,0.0,15.0,Premium,Annual,666.71,12.0,0.0
28687.0,19.0,Male,39.0,14.0,1.0,29.0,Standard,Monthly,635.0,10.0,1.0
430694.0,43.0,Male,43.0,28.0,1.0,8.0,Premium,Annual,970.35,28.0,0.0
331412.0,49.0,Male,28.0,14.0,1.0,4.0,Basic,Quarterly,565.18,20.0,0.0
330305.0,20.0,Male,35.0,28.0,0.0,0.0,Basic,Annual,894.54,3.0,0.0
430620.0,42.0,Male,23.0,20.0,1.0,11.0,Premium,Quarterly,638.7,10.0,0.0
168512.0,54.0,Female,56.0,26.0,9.0,9.0,Premium,Annual,979.0,16.0,1.0
256699.0,65.0,Female,48.0,3.0,5.0,3.0,Basic,Quarterly,144.35,4.0,1.0
51864.0,43.0,Female,51.0,24.0,6.0,18.0,Premium,Quarterly,434.0,17.0,1.0
397615.0,36.0,Male,40.0,18.0,3.0,12.0,Premium,Quarterly,644.73,14.0,0.0
266101.0,47.0,Male,20.0,26.0,2.0,9.0,Standard,Quarterly,517.57,16.0,0.0
116546.0,42.0,Female,49.0,18.0,1.0,4.0,Basic,Quarterly,511.0,20.0,1.0
428266.0,27.0,Male,22.0,23.0,1.0,3.0,Standard,Quarterly,518.75,26.0,0.0
360088.0,22.0,Male,29.0,4.0,2.0,15.0,Basic,Annual,664.43,1.0,0.0
163858.0,59.0,Male,20.0,11.0,6.0,28.0,Standard,Quarterly,924.0,27.0,1.0
434566.0,44.0,Male,33.0,24.0,2.0,8.0,Premium,Annual,778.65,25.0,0.0
387628.0,34.0,Female,26.0,19.0,0.0,18.0,Basic,Annual,935.92,5.0,0.0
31432.0,60.0,Male,23.0,9.0,7.0,19.0,Standard,Quarterly,361.0,22.0,1.0
18331.0,55.0,Male,14.0,23.0,4.0,22.0,Basic,Annual,585.0,7.0,1.0
193554.0,46.0,Male,49.0,7.0,10.0,29.0,Premium,Monthly,932.0,17.0,1.0
48827.0,30.0,Female,28.0,4.0,6.0,0.0,Premium,Annual,450.0,30.0,1.0
380838.0,40.0,Male,23.0,10.0,0.0,14.0,Basic,Quarterly,917.8,25.0,0.0
23906.0,31.0,Female,54.0,2.0,8.0,9.0,Premium,Annual,654.0,10.0,1.0
14914.0,55.0,Male,6.0,15.0,9.0,18.0,Premium,Monthly,843.0,24.0,1.0
177156.0,20.0,Male,28.0,13.0,8.0,28.0,Premium,Monthly,821.0,7.0,1.0
106805.0,53.0,Female,41.0,27.0,8.0,20.0,Standard,Monthly,198.0,14.0,1.0
123679.0,29.0,Male,39.0,23.0,0.0,29.0,Basic,Quarterly,131.0,26.0,1.0
158618.0,50.0,Female,49.0,4.0,6.0,12.0,Premium,Annual,132.0,21.0,1.0
105202.0,26.0,Male,22.0,10.0,6.0,12.0,Premium,Quarterly,743.0,15.0,1.0
438095.0,41.0,Male,10.0,13.0,3.0,19.0,Premium,Quarterly,642.17,1.0,0.0
366883.0,22.0,Male,23.0,10.0,1.0,19.0,Basic,Annual,985.58,27.0,0.0
435620.0,32.0,Male,39.0,17.0,3.0,13.0,Premium,Quarterly,728.34,3.0,0.0
427277.0,43.0,Male,55.0,10.0,4.0,18.0,Standard,Quarterly,981.97,30.0,0.0
70232.0,50.0,Male,27.0,7.0,10.0,30.0,Basic,Quarterly,520.0,7.0,1.0
338191.0,50.0,Male,20.0,14.0,4.0,19.0,Standard,Annual,709.92,30.0,0.0
419156.0,18.0,Male,22.0,11.0,0.0,5.0,Standard,Annual,804.93,28.0,0.0
346021.0,26.0,Male,47.0,26.0,2.0,1.0,Standard,Quarterly,981.1,30.0,0.0
339308.0,48.0,Female,36.0,18.0,4.0,0.0,Premium,Annual,720.48,1.0,0.0
200723.0,30.0,Female,2.0,19.0,5.0,25.0,Standard,Quarterly,466.0,5.0,1.0
192853.0,23.0,Female,25.0,17.0,7.0,29.0,Premium,Annual,541.0,25.0,1.0
184455.0,24.0,Female,44.0,21.0,10.0,8.0,Standard,Monthly,395.0,5.0,1.0
351084.0,38.0,Male,57.0,5.0,3.0,0.0,Premium,Annual,530.3,26.0,0.0
204673.0,57.0,Male,59.0,11.0,5.0,28.0,Standard,Monthly,294.97,13.0,1.0
110252.0,61.0,Female,55.0,23.0,2.0,8.0,Premium,Annual,130.0,30.0,1.0
401522.0,37.0,Male,31.0,10.0,0.0,8.0,Standard,Quarterly,938.11,25.0,0.0
4027.0,31.0,Female,50.0,17.0,1.0,7.0,Standard,Quarterly,822.0,23.0,1.0
98133.0,59.0,Female,26.0,15.0,2.0,12.0,Premium,Quarterly,534.0,29.0,1.0
255752.0,31.0,Male,31.0,15.0,0.0,30.0,Standard,Quarterly,634.94,9.0,1.0
373413.0,49.0,Male,21.0,24.0,1.0,7.0,Standard,Annual,901.32,30.0,0.0
436346.0,35.0,Male,3.0,2.0,2.0,13.0,Premium,Annual,836.06,11.0,0.0
291328.0,47.0,Male,10.0,10.0,4.0,9.0,Standard,Quarterly,660.32,21.0,0.0
137308.0,23.0,Female,39.0,18.0,7.0,9.0,Premium,Quarterly,615.0,28.0,1.0
293115.0,48.0,Female,57.0,24.0,4.0,14.0,Standard,Annual,569.91,9.0,0.0
222718.0,41.0,Female,54.0,19.0,4.0,28.0,Premium,Annual,183.37,25.0,1.0
124238.0,36.0,Male,41.0,14.0,9.0,25.0,Premium,Quarterly,574.0,18.0,1.0
234524.0,58.0,Male,34.0,3.0,1.0,22.0,Premium,Monthly,741.5,6.0,1.0
304047.0,40.0,Male,50.0,10.0,3.0,4.0,Premium,Quarterly,804.78,23.0,0.0
61465.0,59.0,Female,10.0,4.0,10.0,18.0,Basic,Annual,114.0,25.0,1.0
208275.0,34.0,Male,52.0,19.0,7.0,25.0,Standard,Annual,377.71,1.0,1.0
46174.0,57.0,Male,50.0,11.0,10.0,20.0,Standard,Quarterly,816.0,1.0,1.0
5308.0,50.0,Male,13.0,19.0,10.0,16.0,Premium,Annual,850.0,29.0,1.0
49717.0,20.0,Male,13.0,5.0,3.0,4.0,Premium,Monthly,603.0,24.0,1.0
349774.0,40.0,Female,27.0,7.0,2.0,9.0,Basic,Quarterly,634.86,3.0,0.0
439340.0,49.0,Male,20.0,11.0,0.0,1.0,Standard,Quarterly,831.75,23.0,0.0
117534.0,65.0,Male,8.0,12.0,0.0,13.0,Basic,Quarterly,159.0,17.0,1.0
411132.0,32.0,Female,33.0,26.0,3.0,14.0,Basic,Quarterly,794.94,9.0,0.0
118724.0,56.0,Female,6.0,4.0,2.0,24.0,Premium,Quarterly,489.0,28.0,1.0
294093.0,31.0,Male,43.0,9.0,2.0,3.0,Standard,Quarterly,613.86,21.0,0.0
323303.0,19.0,Male,1.0,9.0,0.0,12.0,Standard,Quarterly,750.51,8.0,0.0
219247.0,39.0,Male,44.0,4.0,9.0,0.0,Premium,Annual,708.4,15.0,1.0
304449.0,42.0,Male,30.0,12.0,4.0,15.0,Basic,Quarterly,707.83,22.0,0.0
74779.0,26.0,Female,48.0,3.0,2.0,6.0,Premium,Quarterly,117.0,23.0,1.0
403214.0,37.0,Male,43.0,5.0,1.0,6.0,Basic,Quarterly,977.64,27.0,0.0
115503.0,52.0,Male,2.0,3.0,10.0,7.0,Standard,Monthly,937.0,26.0,1.0
278428.0,35.0,Female,39.0,5.0,0.0,5.0,Standard,Quarterly,787.0,3.0,0.0
60677.0,56.0,Female,3.0,3.0,10.0,19.0,Standard,Monthly,100.0,20.0,1.0
356838.0,27.0,Female,11.0,26.0,1.0,9.0,Standard,Quarterly,740.95,1.0,0.0
52569.0,33.0,Female,57.0,16.0,7.0,18.0,Premium,Monthly,392.0,7.0,1.0
210547.0,64.0,Female,19.0,3.0,0.0,18.0,Basic,Monthly,260.39,20.0,1.0
375651.0,27.0,Female,7.0,13.0,2.0,13.0,Standard,Quarterly,859.97,15.0,0.0
394377.0,25.0,Male,6.0,27.0,0.0,20.0,Standard,Annual,517.89,24.0,0.0
114519.0,40.0,Male,27.0,18.0,4.0,14.0,Premium,Monthly,752.0,21.0,1.0
346556.0,36.0,Male,12.0,19.0,1.0,15.0,Premium,Quarterly,785.89,27.0,0.0
